caseid,start_timestamp,end_timestamp,creator,variant,variant_index,Activity,user
199411,2012-02-20T10:39:38.009,2012-02-20T10:40:44.825,Fluxicon Disco, Variant 603,603, W_Nabellen incomplete dossiers,10935.0
199411,2012-02-21T13:02:36.579,2012-02-21T13:08:37.636,Fluxicon Disco, Variant 603,603, W_Nabellen incomplete dossiers,10913.0
199411,2012-02-22T09:46:27.029,2012-02-22T09:52:18.63,Fluxicon Disco, Variant 603,603, W_Nabellen incomplete dossiers,10863.0
199411,2012-02-23T16:29:27.497,2012-02-23T16:33:33.336,Fluxicon Disco, Variant 603,603, W_Nabellen incomplete dossiers,10881.0
199411,2012-02-23T18:04:54.403,2012-02-23T18:05:24.273,Fluxicon Disco, Variant 603,603, W_Nabellen incomplete dossiers,10982.0
199417,2012-01-10T15:26:00.04,2012-01-10T15:28:06.771,Fluxicon Disco, Variant 300,300, W_Completeren aanvraag,10929.0
199417,2012-01-10T16:14:47.188,2012-01-10T16:14:52.706,Fluxicon Disco, Variant 300,300, W_Completeren aanvraag,10863.0
199417,2012-01-10T16:18:38.234,2012-01-10T16:18:45.206,Fluxicon Disco, Variant 300,300, W_Completeren aanvraag,11119.0
199417,2012-01-10T17:04:24.538,2012-01-10T17:13:33.659,Fluxicon Disco, Variant 300,300, W_Completeren aanvraag,10863.0
199417,2012-01-10T17:13:47.718,2012-01-10T17:15:19.675,Fluxicon Disco, Variant 300,300, W_Nabellen offertes,10863.0
199417,2012-01-18T09:54:51.036,2012-01-18T09:55:07.532,Fluxicon Disco, Variant 300,300, W_Nabellen offertes,10899.0
199417,2012-01-23T09:46:18.183,2012-01-23T10:05:28.75,Fluxicon Disco, Variant 300,300, W_Valideren aanvraag,10138.0
199417,2012-01-23T11:46:19.496,2012-01-23T11:54:04.347,Fluxicon Disco, Variant 300,300, W_Nabellen incomplete dossiers,10909.0
199417,2012-01-25T16:01:26.711,2012-01-25T16:03:17.861,Fluxicon Disco, Variant 300,300, W_Nabellen incomplete dossiers,11259.0
199417,2012-01-26T10:31:26.9,2012-01-26T10:49:55.518,Fluxicon Disco, Variant 300,300, W_Valideren aanvraag,10629.0
199423,2012-01-10T08:01:33.961,2012-01-10T08:03:53.798,Fluxicon Disco, Variant 1,1, W_Afhandelen leads,10889.0
199426,2012-01-10T15:10:08.453,2012-01-10T15:12:15.59,Fluxicon Disco, Variant 21,21, W_Completeren aanvraag,10909.0
199426,2012-01-10T15:53:42.948,2012-01-10T15:56:50.399,Fluxicon Disco, Variant 21,21, W_Completeren aanvraag,NOT_SET
199426,2012-01-11T14:34:02.135,2012-01-11T14:35:12.271,Fluxicon Disco, Variant 21,21, W_Completeren aanvraag,10863.0
199426,2012-01-13T16:35:54.831,2012-01-13T16:36:47.788,Fluxicon Disco, Variant 21,21, W_Completeren aanvraag,10913.0
199426,2012-01-14T12:54:37.028,2012-01-14T12:55:31.368,Fluxicon Disco, Variant 21,21, W_Completeren aanvraag,10861.0
199426,2012-01-16T10:35:08.914,2012-01-16T11:00:59.709,Fluxicon Disco, Variant 21,21, W_Completeren aanvraag,11121.0
199429,2012-01-10T08:01:43.097,2012-01-10T08:13:51.197,Fluxicon Disco, Variant 1,1, W_Afhandelen leads,10889.0
199432,2012-01-10T15:28:17.613,2012-01-10T15:42:06.647,Fluxicon Disco, Variant 604,604, W_Completeren aanvraag,10929.0
199432,2012-01-10T17:13:17.292,2012-01-10T17:18:22.315,Fluxicon Disco, Variant 604,604, W_Nabellen offertes,11122.0
199432,2012-01-17T10:19:54.266,2012-01-17T10:20:54.966,Fluxicon Disco, Variant 604,604, W_Nabellen offertes,10909.0
199432,2012-01-17T11:03:22.452,2012-01-17T11:03:34.186,Fluxicon Disco, Variant 604,604, W_Nabellen offertes,10138.0
199432,2012-01-17T11:04:00.618,2012-01-17T13:12:52.791,Fluxicon Disco, Variant 604,604, W_Valideren aanvraag,11289.0
199432,2012-01-17T13:34:58.193,2012-01-17T13:35:01.886,Fluxicon Disco, Variant 604,604, W_Valideren aanvraag,10138.0
199432,2012-01-17T13:35:34.872,2012-01-17T14:07:15.067,Fluxicon Disco, Variant 604,604, W_Valideren aanvraag,10138.0
199432,2012-01-17T14:44:32.87,2012-01-17T14:46:19.641,Fluxicon Disco, Variant 604,604, W_Valideren aanvraag,10929.0
199432,2012-01-17T14:50:32.658,2012-01-17T14:50:54.21,Fluxicon Disco, Variant 604,604, W_Valideren aanvraag,10929.0
199432,2012-01-17T14:53:47.712,2012-01-17T15:02:45.102,Fluxicon Disco, Variant 604,604, W_Valideren aanvraag,10929.0
199432,2012-01-17T16:16:37.193,2012-01-17T16:17:16.552,Fluxicon Disco, Variant 604,604, W_Valideren aanvraag,11289.0
199432,2012-01-17T19:54:34.149,2012-01-17T19:54:57.358,Fluxicon Disco, Variant 604,604, W_Nabellen incomplete dossiers,10929.0
199432,2012-01-18T09:02:53.591,2012-01-18T09:03:42.193,Fluxicon Disco, Variant 604,604, W_Nabellen incomplete dossiers,10899.0
199432,2012-01-18T12:28:50.693,2012-01-18T12:28:52.332,Fluxicon Disco, Variant 604,604, W_Valideren aanvraag,11289.0
199432,2012-01-18T12:30:56.592,2012-01-18T13:32:57.206,Fluxicon Disco, Variant 604,604, W_Valideren aanvraag,11289.0
199432,2012-01-18T14:21:38.16,2012-01-18T14:22:55.54,Fluxicon Disco, Variant 604,604, W_Valideren aanvraag,11289.0
199432,2012-01-18T14:24:43.718,2012-01-18T14:26:04.768,Fluxicon Disco, Variant 604,604, W_Valideren aanvraag,11289.0
199432,2012-01-18T14:35:18.595,2012-01-18T14:36:37.94,Fluxicon Disco, Variant 604,604, W_Valideren aanvraag,10138.0
199438,2012-01-10T15:19:21.119,2012-01-10T15:25:48.575,Fluxicon Disco, Variant 33,33, W_Completeren aanvraag,10929.0
199438,2012-01-11T12:48:51.785,2012-01-11T12:55:14.046,Fluxicon Disco, Variant 33,33, W_Completeren aanvraag,10913.0
199438,2012-01-18T11:47:03.168,2012-01-18T11:49:23.693,Fluxicon Disco, Variant 33,33, W_Nabellen offertes,10861.0
199438,2012-01-19T12:20:39.031,2012-01-19T12:22:24.817,Fluxicon Disco, Variant 33,33, W_Nabellen offertes,NOT_SET
199438,2012-01-23T09:26:29.152,2012-01-23T09:30:09.98,Fluxicon Disco, Variant 33,33, W_Nabellen offertes,11180.0
199441,2012-01-10T07:08:25.22,2012-01-10T07:11:01.408,Fluxicon Disco, Variant 605,605, W_Completeren aanvraag,11049.0
199441,2012-01-10T07:11:03.819,2012-01-10T07:11:11.282,Fluxicon Disco, Variant 605,605, W_Completeren aanvraag,11049.0
199441,2012-01-11T10:25:19.366,2012-01-11T10:25:32.884,Fluxicon Disco, Variant 605,605, W_Completeren aanvraag,10932.0
199441,2012-01-11T12:47:32.775,2012-01-11T13:00:14.752,Fluxicon Disco, Variant 605,605, W_Completeren aanvraag,10912.0
199441,2012-01-11T13:00:31.687,2012-01-11T13:03:38.308,Fluxicon Disco, Variant 605,605, W_Nabellen offertes,10912.0
199441,2012-01-16T09:51:16.935,2012-01-16T09:52:01.186,Fluxicon Disco, Variant 605,605, W_Nabellen offertes,10899.0
199441,2012-01-18T07:40:56.445,2012-01-18T08:09:12.444,Fluxicon Disco, Variant 605,605, W_Valideren aanvraag,10629.0
199441,2012-01-18T09:47:00.758,2012-01-18T09:51:33.548,Fluxicon Disco, Variant 605,605, W_Nabellen incomplete dossiers,10913.0
199441,2012-01-18T15:27:20.467,2012-01-18T15:27:40.075,Fluxicon Disco, Variant 605,605, W_Nabellen incomplete dossiers,11259.0
199441,2012-01-19T08:04:17.656,2012-01-19T08:04:38.909,Fluxicon Disco, Variant 605,605, W_Nabellen incomplete dossiers,11049.0
199441,2012-01-19T12:31:37.797,2012-01-19T12:54:23.274,Fluxicon Disco, Variant 605,605, W_Valideren aanvraag,10629.0
199441,2012-01-19T13:24:38.213,2012-01-19T13:25:08.341,Fluxicon Disco, Variant 605,605, W_Valideren aanvraag,11289.0
199441,2012-01-19T13:33:05.408,2012-01-19T13:34:35.389,Fluxicon Disco, Variant 605,605, W_Valideren aanvraag,10629.0
199447,2012-01-10T12:23:45.244,2012-01-10T12:44:56.107,Fluxicon Disco, Variant 2,2, W_Completeren aanvraag,10929.0
199450,2012-01-10T16:19:03.542,2012-01-10T16:28:32.341,Fluxicon Disco, Variant 2,2, W_Completeren aanvraag,11119.0
199453,2012-01-10T16:28:46.398,2012-01-10T16:30:47.406,Fluxicon Disco, Variant 606,606, W_Completeren aanvraag,11119.0
199453,2012-01-10T17:54:29.769,2012-01-10T18:03:51.706,Fluxicon Disco, Variant 606,606, W_Completeren aanvraag,11119.0
199453,2012-01-10T18:04:11.22,2012-01-10T18:05:38.011,Fluxicon Disco, Variant 606,606, W_Completeren aanvraag,11119.0
199453,2012-01-10T18:06:06.729,2012-01-10T18:07:13.24,Fluxicon Disco, Variant 606,606, W_Nabellen offertes,11119.0
199453,2012-01-10T18:07:26.351,2012-01-10T18:09:13.683,Fluxicon Disco, Variant 606,606, W_Nabellen offertes,11119.0
199453,2012-01-18T11:08:10.823,2012-01-18T11:10:09.383,Fluxicon Disco, Variant 606,606, W_Nabellen offertes,10909.0
199453,2012-01-18T18:08:20.588,2012-01-18T18:12:58.5,Fluxicon Disco, Variant 606,606, W_Nabellen offertes,11201.0
199453,2012-01-26T19:03:00.842,2012-01-26T19:06:58.283,Fluxicon Disco, Variant 606,606, W_Nabellen offertes,11180.0
199453,2012-02-01T15:44:31.263,2012-02-01T15:44:48.212,Fluxicon Disco, Variant 606,606, W_Nabellen offertes,11259.0
199453,2012-02-06T15:17:39.723,2012-02-06T15:33:48.148,Fluxicon Disco, Variant 606,606, W_Valideren aanvraag,11289.0
199453,2012-02-06T15:36:37.768,2012-02-06T16:01:12.019,Fluxicon Disco, Variant 606,606, W_Valideren aanvraag,11289.0
199453,2012-02-07T09:09:40.578,2012-02-07T09:29:22.941,Fluxicon Disco, Variant 606,606, W_Valideren aanvraag,11289.0
199453,2012-02-07T09:30:04.206,2012-02-07T09:30:46.534,Fluxicon Disco, Variant 606,606, W_Nabellen incomplete dossiers,11289.0
199453,2012-02-07T09:31:16.04,2012-02-07T09:37:17.864,Fluxicon Disco, Variant 606,606, W_Valideren aanvraag,11289.0
199456,2012-01-10T08:17:09.531,2012-01-10T08:17:42.997,Fluxicon Disco, Variant 1,1, W_Afhandelen leads,10889.0
199462,2012-01-10T16:33:48.801,2012-01-10T16:40:35.774,Fluxicon Disco, Variant 78,78, W_Completeren aanvraag,11119.0
199462,2012-01-10T16:40:49.917,2012-01-10T16:41:06.221,Fluxicon Disco, Variant 78,78, W_Nabellen offertes,11119.0
199462,2012-01-18T11:02:40.404,2012-01-18T11:04:55.856,Fluxicon Disco, Variant 78,78, W_Nabellen offertes,10909.0
199462,2012-01-26T16:44:33.476,2012-01-26T16:48:18.867,Fluxicon Disco, Variant 78,78, W_Nabellen offertes,11180.0
199462,2012-01-31T15:29:06.039,2012-01-31T15:29:19.524,Fluxicon Disco, Variant 78,78, W_Nabellen offertes,11259.0
199462,2012-02-06T07:53:33.035,2012-02-06T08:29:06.374,Fluxicon Disco, Variant 78,78, W_Valideren aanvraag,10609.0
199462,2012-02-06T14:17:17.402,2012-02-06T14:25:01.62,Fluxicon Disco, Variant 78,78, W_Valideren aanvraag,10609.0
199468,2012-01-10T08:16:34.647,2012-01-10T08:26:06.896,Fluxicon Disco, Variant 1,1, W_Afhandelen leads,10889.0
199471,2012-01-10T16:50:48.924,2012-01-10T17:04:32.196,Fluxicon Disco, Variant 607,607, W_Completeren aanvraag,11119.0
199471,2012-01-10T17:06:45.321,2012-01-10T17:11:05.438,Fluxicon Disco, Variant 607,607, W_Nabellen offertes,11119.0
199471,2012-01-10T17:11:32.819,2012-01-10T17:17:58.146,Fluxicon Disco, Variant 607,607, W_Nabellen offertes,11119.0
199471,2012-01-10T17:18:31.369,2012-01-10T17:21:11.244,Fluxicon Disco, Variant 607,607, W_Nabellen offertes,11119.0
199471,2012-01-18T11:05:04.88,2012-01-18T11:06:39.548,Fluxicon Disco, Variant 607,607, W_Nabellen offertes,10909.0
199471,2012-01-19T17:00:34.864,2012-01-19T17:06:40.219,Fluxicon Disco, Variant 607,607, W_Nabellen offertes,11201.0
199471,2012-01-25T10:00:11.013,2012-01-25T10:00:14.266,Fluxicon Disco, Variant 607,607, W_Nabellen offertes,11169.0
199471,2012-01-25T10:00:29.18,2012-01-25T10:01:38.345,Fluxicon Disco, Variant 607,607, W_Nabellen offertes,11169.0
199471,2012-01-26T18:21:50.522,2012-01-26T18:23:50.199,Fluxicon Disco, Variant 607,607, W_Nabellen offertes,11180.0
199471,2012-01-27T10:42:03.891,2012-01-27T10:42:25.646,Fluxicon Disco, Variant 607,607, W_Nabellen offertes,10789.0
199471,2012-01-31T14:05:31.767,2012-01-31T14:06:59.899,Fluxicon Disco, Variant 607,607, W_Valideren aanvraag,11169.0
199471,2012-02-02T08:56:47.396,2012-02-02T09:13:25.517,Fluxicon Disco, Variant 607,607, W_Valideren aanvraag,10629.0
199471,2012-02-02T09:26:14.664,2012-02-02T09:35:41.696,Fluxicon Disco, Variant 607,607, W_Valideren aanvraag,10629.0
199471,2012-02-02T10:17:38.077,2012-02-02T10:26:47.707,Fluxicon Disco, Variant 607,607, W_Nabellen incomplete dossiers,10932.0
199471,2012-02-02T13:05:42.109,2012-02-02T13:06:13.855,Fluxicon Disco, Variant 607,607, W_Nabellen incomplete dossiers,10932.0
199480,2012-01-10T08:15:21.103,2012-01-10T08:16:29.211,Fluxicon Disco, Variant 140,140, W_Afhandelen leads,10889.0
199480,2012-01-10T10:52:46.48,2012-01-10T10:58:12.786,Fluxicon Disco, Variant 140,140, W_Completeren aanvraag,10889.0
199480,2012-01-10T15:14:11.575,2012-01-10T15:26:54.951,Fluxicon Disco, Variant 140,140, W_Completeren aanvraag,10889.0
199480,2012-01-10T15:27:14.135,2012-01-10T15:32:00.491,Fluxicon Disco, Variant 140,140, W_Completeren aanvraag,10889.0
199480,2012-01-10T15:32:19.146,2012-01-10T15:32:27.924,Fluxicon Disco, Variant 140,140, W_Nabellen offertes,NOT_SET
199480,2012-01-18T10:55:32.335,2012-01-18T10:56:31.243,Fluxicon Disco, Variant 140,140, W_Nabellen offertes,10909.0
199480,2012-01-19T16:33:22.427,2012-01-19T16:39:00.252,Fluxicon Disco, Variant 140,140, W_Nabellen offertes,11201.0
199480,2012-01-19T16:39:27.939,2012-01-19T16:42:07.502,Fluxicon Disco, Variant 140,140, W_Nabellen offertes,11201.0
199483,2012-01-10T08:14:09.529,2012-01-10T08:15:16.888,Fluxicon Disco, Variant 1,1, W_Afhandelen leads,10889.0
199486,2012-01-10T08:14:00.746,2012-01-10T08:15:51.749,Fluxicon Disco, Variant 1,1, W_Afhandelen leads,10889.0
199498,2012-01-10T09:05:05.087,2012-01-10T09:08:39.771,Fluxicon Disco, Variant 608,608, W_Completeren aanvraag,10889.0
199498,2012-01-10T13:56:17.26,2012-01-10T14:02:56.039,Fluxicon Disco, Variant 608,608, W_Completeren aanvraag,10912.0
199498,2012-01-18T10:49:53.458,2012-01-18T10:51:51.595,Fluxicon Disco, Variant 608,608, W_Nabellen offertes,10909.0
199498,2012-01-19T16:32:45.095,2012-01-19T16:33:17.421,Fluxicon Disco, Variant 608,608, W_Nabellen offertes,11201.0
199498,2012-01-24T16:56:17.733,2012-01-24T16:56:49.215,Fluxicon Disco, Variant 608,608, W_Nabellen offertes,10889.0
199498,2012-01-26T10:02:22.262,2012-01-26T10:03:02.161,Fluxicon Disco, Variant 608,608, W_Nabellen offertes,11049.0
199498,2012-01-30T10:19:41.372,2012-01-30T10:19:52.506,Fluxicon Disco, Variant 608,608, W_Valideren aanvraag,10809.0
199498,2012-01-31T14:28:53.047,2012-01-31T14:30:12.873,Fluxicon Disco, Variant 608,608, W_Valideren aanvraag,10138.0
199498,2012-01-31T14:30:29.449,2012-01-31T15:01:10.043,Fluxicon Disco, Variant 608,608, W_Valideren aanvraag,10138.0
199498,2012-01-31T17:23:41.548,2012-01-31T17:30:14.302,Fluxicon Disco, Variant 608,608, W_Nabellen incomplete dossiers,11119.0
199498,2012-01-31T17:30:25.791,2012-01-31T17:38:19.778,Fluxicon Disco, Variant 608,608, W_Nabellen incomplete dossiers,11119.0
199498,2012-02-06T10:09:38.955,2012-02-06T10:09:51.079,Fluxicon Disco, Variant 608,608, W_Nabellen incomplete dossiers,10899.0
199498,2012-02-06T12:31:04.393,2012-02-06T12:48:51.598,Fluxicon Disco, Variant 608,608, W_Valideren aanvraag,10972.0
199519,2012-01-10T09:57:16.737,2012-01-10T10:08:36.856,Fluxicon Disco, Variant 31,31, W_Completeren aanvraag,10889.0
199519,2012-01-10T10:09:01.132,2012-01-10T10:12:29.395,Fluxicon Disco, Variant 31,31, W_Nabellen offertes,10889.0
199519,2012-01-17T11:47:03.723,2012-01-17T11:47:17.923,Fluxicon Disco, Variant 31,31, W_Nabellen offertes,11049.0
199519,2012-01-19T09:29:40.405,2012-01-19T09:57:20.295,Fluxicon Disco, Variant 31,31, W_Valideren aanvraag,11289.0
199519,2012-01-19T15:38:41.553,2012-01-19T15:47:08.585,Fluxicon Disco, Variant 31,31, W_Valideren aanvraag,10972.0
199528,2012-01-10T10:58:21.016,2012-01-10T11:45:48.325,Fluxicon Disco, Variant 7,7, W_Completeren aanvraag,10889.0
199528,2012-01-10T14:09:05.989,2012-01-10T14:12:12.162,Fluxicon Disco, Variant 7,7, W_Completeren aanvraag,10889.0
199528,2012-01-11T08:23:11.865,2012-01-11T08:25:36.004,Fluxicon Disco, Variant 7,7, W_Completeren aanvraag,10861.0
199531,2012-01-10T09:32:46.952,2012-01-10T09:53:09.364,Fluxicon Disco, Variant 609,609, W_Completeren aanvraag,NOT_SET
199531,2012-01-10T09:53:24.959,2012-01-10T10:07:40.249,Fluxicon Disco, Variant 609,609, W_Completeren aanvraag,NOT_SET
199531,2012-01-13T14:30:33.736,2012-01-13T14:31:28.26,Fluxicon Disco, Variant 609,609, W_Completeren aanvraag,11003.0
199531,2012-01-14T12:55:44.966,2012-01-14T12:58:16.493,Fluxicon Disco, Variant 609,609, W_Completeren aanvraag,10861.0
199531,2012-01-14T13:03:55.119,2012-01-14T13:10:46.779,Fluxicon Disco, Variant 609,609, W_Completeren aanvraag,NOT_SET
199531,2012-01-14T13:10:54.456,2012-01-14T13:11:01.495,Fluxicon Disco, Variant 609,609, W_Completeren aanvraag,NOT_SET
199531,2012-01-16T09:53:20.717,2012-01-16T10:12:44.288,Fluxicon Disco, Variant 609,609, W_Completeren aanvraag,11121.0
199531,2012-01-16T10:13:15.934,2012-01-16T10:13:54.917,Fluxicon Disco, Variant 609,609, W_Nabellen offertes,11121.0
199531,2012-01-16T10:14:06.423,2012-01-16T10:19:24.767,Fluxicon Disco, Variant 609,609, W_Nabellen offertes,11121.0
199531,2012-01-23T11:19:47.504,2012-01-23T11:23:14.951,Fluxicon Disco, Variant 609,609, W_Nabellen offertes,10889.0
199531,2012-01-26T10:27:47.917,2012-01-26T10:30:11.635,Fluxicon Disco, Variant 609,609, W_Nabellen offertes,10909.0
199531,2012-01-27T10:21:19.795,2012-01-27T10:21:40.938,Fluxicon Disco, Variant 609,609, W_Nabellen offertes,11259.0
199531,2012-02-01T10:15:09.009,2012-02-01T11:09:07.321,Fluxicon Disco, Variant 609,609, W_Valideren aanvraag,10138.0
199531,2012-02-01T14:52:22.663,2012-02-01T15:18:38.847,Fluxicon Disco, Variant 609,609, W_Nabellen incomplete dossiers,11000.0
199531,2012-02-01T15:18:49.778,2012-02-01T15:18:56.268,Fluxicon Disco, Variant 609,609, W_Nabellen incomplete dossiers,11000.0
199531,2012-02-01T15:33:37.374,2012-02-01T15:33:45.691,Fluxicon Disco, Variant 609,609, W_Nabellen incomplete dossiers,11000.0
199531,2012-02-01T15:38:12.17,2012-02-01T15:38:45.81,Fluxicon Disco, Variant 609,609, W_Nabellen incomplete dossiers,11000.0
199531,2012-02-01T15:47:58.648,2012-02-01T15:58:07.576,Fluxicon Disco, Variant 609,609, W_Valideren aanvraag,10138.0
199531,2012-02-10T08:41:32.852,2012-02-10T08:41:51.187,Fluxicon Disco, Variant 609,609, W_Valideren aanvraag,10932.0
199531,2012-02-14T08:26:49.624,2012-02-14T08:29:46.803,Fluxicon Disco, Variant 609,609, W_Valideren aanvraag,10138.0
199537,2012-01-10T09:38:50.303,2012-01-10T09:40:31.912,Fluxicon Disco, Variant 408,408, W_Afhandelen leads,10909.0
199537,2012-01-10T09:42:16.285,2012-01-10T09:49:45.754,Fluxicon Disco, Variant 408,408, W_Completeren aanvraag,10909.0
199537,2012-01-18T10:16:16.105,2012-01-18T10:17:45.609,Fluxicon Disco, Variant 408,408, W_Nabellen offertes,10861.0
199537,2012-01-19T14:06:32.682,2012-01-19T14:18:12.828,Fluxicon Disco, Variant 408,408, W_Nabellen offertes,NOT_SET
199537,2012-01-21T09:34:42.23,2012-01-21T09:36:43.512,Fluxicon Disco, Variant 408,408, W_Nabellen offertes,10932.0
199537,2012-01-26T19:34:26.367,2012-01-26T19:34:46.644,Fluxicon Disco, Variant 408,408, W_Nabellen offertes,10982.0
199537,2012-01-30T17:50:44.747,2012-01-30T17:53:41.887,Fluxicon Disco, Variant 408,408, W_Nabellen offertes,10881.0
199537,2012-02-01T09:22:57.597,2012-02-01T09:24:24.365,Fluxicon Disco, Variant 408,408, W_Nabellen offertes,10861.0
199537,2012-02-02T18:50:04.653,2012-02-02T18:51:50.152,Fluxicon Disco, Variant 408,408, W_Nabellen offertes,11180.0
199537,2012-02-06T09:57:02.948,2012-02-06T09:58:35.061,Fluxicon Disco, Variant 408,408, W_Nabellen offertes,11049.0
199537,2012-02-09T13:59:53.81,2012-02-09T14:03:05.109,Fluxicon Disco, Variant 408,408, W_Valideren aanvraag,10138.0
199543,2012-01-10T12:15:59.841,2012-01-10T12:17:05.409,Fluxicon Disco, Variant 610,610, W_Afhandelen leads,10929.0
199543,2012-01-10T17:22:21.132,2012-01-10T17:24:25.948,Fluxicon Disco, Variant 610,610, W_Completeren aanvraag,11119.0
199543,2012-01-11T10:07:05.259,2012-01-11T10:19:50.53,Fluxicon Disco, Variant 610,610, W_Completeren aanvraag,10861.0
199543,2012-01-18T11:24:08.312,2012-01-18T11:25:22.17,Fluxicon Disco, Variant 610,610, W_Nabellen offertes,10909.0
199543,2012-01-19T12:59:47.043,2012-01-19T13:00:09.401,Fluxicon Disco, Variant 610,610, W_Nabellen offertes,NOT_SET
199543,2012-01-27T10:07:58.472,2012-01-27T10:08:16.078,Fluxicon Disco, Variant 610,610, W_Nabellen offertes,11259.0
199543,2012-01-31T11:51:52.493,2012-01-31T11:54:08.832,Fluxicon Disco, Variant 610,610, W_Valideren aanvraag,10809.0
199543,2012-01-31T17:14:59.022,2012-01-31T17:15:44.087,Fluxicon Disco, Variant 610,610, W_Valideren aanvraag,11181.0
199543,2012-02-02T09:10:43.361,2012-02-02T09:25:10.085,Fluxicon Disco, Variant 610,610, W_Valideren aanvraag,10138.0
199543,2012-02-02T11:57:43.144,2012-02-02T11:58:10.106,Fluxicon Disco, Variant 610,610, W_Nabellen incomplete dossiers,10899.0
199543,2012-02-02T12:19:40.622,2012-02-02T12:22:46.278,Fluxicon Disco, Variant 610,610, W_Valideren aanvraag,10138.0
199549,2012-01-10T12:17:27.844,2012-01-10T12:18:48.17,Fluxicon Disco, Variant 1,1, W_Afhandelen leads,10929.0
199558,2012-01-10T11:30:14.954,2012-01-10T11:42:10.242,Fluxicon Disco, Variant 78,78, W_Completeren aanvraag,10889.0
199558,2012-01-10T11:43:11.153,2012-01-10T11:44:48.329,Fluxicon Disco, Variant 78,78, W_Nabellen offertes,10889.0
199558,2012-01-10T11:46:15.531,2012-01-10T11:51:50.226,Fluxicon Disco, Variant 78,78, W_Nabellen offertes,10889.0
199558,2012-01-13T10:59:50.038,2012-01-13T11:00:52.762,Fluxicon Disco, Variant 78,78, W_Nabellen offertes,11189.0
199558,2012-01-17T11:46:34.722,2012-01-17T11:46:46.88,Fluxicon Disco, Variant 78,78, W_Nabellen offertes,11049.0
199558,2012-01-19T08:07:36.553,2012-01-19T08:57:37.208,Fluxicon Disco, Variant 78,78, W_Valideren aanvraag,11289.0
199558,2012-01-19T14:21:55.432,2012-01-19T14:31:19.556,Fluxicon Disco, Variant 78,78, W_Valideren aanvraag,10972.0
199567,2012-01-10T12:18:54.744,2012-01-10T12:21:34.593,Fluxicon Disco, Variant 1,1, W_Afhandelen leads,10929.0
199570,2012-01-10T17:15:37.865,2012-01-10T17:15:52.993,Fluxicon Disco, Variant 611,611, W_Completeren aanvraag,10929.0
199570,2012-01-10T17:36:16.87,2012-01-10T17:40:12.644,Fluxicon Disco, Variant 611,611, W_Completeren aanvraag,11119.0
199570,2012-01-11T14:52:36.333,2012-01-11T14:53:08.488,Fluxicon Disco, Variant 611,611, W_Completeren aanvraag,10863.0
199570,2012-01-12T11:08:31.114,2012-01-12T11:19:40.063,Fluxicon Disco, Variant 611,611, W_Completeren aanvraag,11169.0
199570,2012-01-12T11:21:08.479,2012-01-12T11:23:36.45,Fluxicon Disco, Variant 611,611, W_Nabellen offertes,11169.0
199570,2012-01-18T19:07:39.643,2012-01-18T19:09:56.965,Fluxicon Disco, Variant 611,611, W_Nabellen offertes,11119.0
199570,2012-01-23T10:41:23.848,2012-01-23T10:43:24.147,Fluxicon Disco, Variant 611,611, W_Nabellen offertes,11180.0
199570,2012-01-23T11:12:27.625,2012-01-23T11:12:48.031,Fluxicon Disco, Variant 611,611, W_Nabellen offertes,11180.0
199570,2012-01-24T17:41:49.525,2012-01-24T17:45:57.433,Fluxicon Disco, Variant 611,611, W_Nabellen offertes,10889.0
199570,2012-01-25T18:35:10.136,2012-01-25T18:37:38.336,Fluxicon Disco, Variant 611,611, W_Nabellen offertes,10909.0
199570,2012-01-26T19:42:21.035,2012-01-26T19:47:37.383,Fluxicon Disco, Variant 611,611, W_Nabellen offertes,11181.0
199570,2012-02-06T12:48:10.6,2012-02-06T12:54:25.569,Fluxicon Disco, Variant 611,611, W_Nabellen offertes,11203.0
199570,2012-02-09T09:05:30.662,2012-02-09T09:05:51.207,Fluxicon Disco, Variant 611,611, W_Nabellen offertes,NOT_SET
199570,2012-02-11T15:51:12.507,2012-02-11T15:55:13.814,Fluxicon Disco, Variant 611,611, W_Nabellen offertes,11181.0
199570,2012-02-11T15:56:06.589,2012-02-11T16:00:44.091,Fluxicon Disco, Variant 611,611, W_Nabellen offertes,11181.0
199570,2012-02-13T13:03:56.711,2012-02-13T13:05:52.164,Fluxicon Disco, Variant 611,611, W_Nabellen offertes,11201.0
199570,2012-02-13T16:32:21,2012-02-13T16:36:50.795,Fluxicon Disco, Variant 611,611, W_Nabellen offertes,10881.0
199570,2012-02-13T16:37:06.84,2012-02-13T16:37:36.609,Fluxicon Disco, Variant 611,611, W_Nabellen offertes,10881.0
199570,2012-02-20T09:02:52.356,2012-02-20T09:03:30.772,Fluxicon Disco, Variant 611,611, W_Nabellen offertes,10609.0
199570,2012-02-20T17:24:39.175,2012-02-20T17:35:17.84,Fluxicon Disco, Variant 611,611, W_Valideren aanvraag,10138.0
199579,2012-01-10T13:04:10.542,2012-01-10T13:04:21.607,Fluxicon Disco, Variant 612,612, W_Afhandelen leads,10889.0
199579,2012-01-10T13:04:46.789,2012-01-10T13:17:28.938,Fluxicon Disco, Variant 612,612, W_Completeren aanvraag,10889.0
199579,2012-01-17T15:53:16.612,2012-01-17T15:56:01.634,Fluxicon Disco, Variant 612,612, W_Nabellen offertes,11189.0
199579,2012-01-18T17:19:09.643,2012-01-18T17:19:17.044,Fluxicon Disco, Variant 612,612, W_Nabellen offertes,11201.0
