Case ID,start_timestamp,end_timestamp,Creator,Resource,variant_index,ActivityID,Activity
1037,2011-10-24T18:02:57,2011-10-24T18:02:57,Fluxicon Disco, Variant 1,1,6,6
1038,2012-07-24T22:29:40,2012-07-24T22:29:40,Fluxicon Disco, Variant 1,1,1,1
1038,2012-07-25T20:33:25,2012-07-25T20:33:25,Fluxicon Disco, Variant 1,1,8,8
1038,2012-07-25T20:53:33,2012-07-25T20:53:33,Fluxicon Disco, Variant 1,1,6,6
1039,2012-06-28T17:14:33,2012-06-28T17:14:33,Fluxicon Disco, Variant 1,1,1,1
1039,2012-06-28T17:55:42,2012-06-28T17:55:42,Fluxicon Disco, Variant 1,1,8,8
1039,2012-06-29T21:35:15,2012-06-29T21:35:15,Fluxicon Disco, Variant 1,1,6,6
1040,2012-02-20T16:07:43,2012-02-20T16:07:43,Fluxicon Disco, Variant 1,1,1,1
1040,2012-02-20T16:07:57,2012-02-20T16:07:57,Fluxicon Disco, Variant 1,1,8,8
1040,2012-02-22T00:35:15,2012-02-22T00:35:15,Fluxicon Disco, Variant 1,1,6,6
1041,2012-05-02T17:44:47,2012-05-02T17:44:47,Fluxicon Disco, Variant 1,1,1,1
1041,2012-05-02T17:44:54,2012-05-02T17:44:54,Fluxicon Disco, Variant 1,1,8,8
1041,2012-05-08T15:37:30,2012-05-08T15:37:30,Fluxicon Disco, Variant 1,1,6,6
1042,2012-05-23T15:22:52,2012-05-23T15:22:52,Fluxicon Disco, Variant 1,1,1,1
1042,2012-05-23T17:07:38,2012-05-23T17:07:38,Fluxicon Disco, Variant 1,1,8,8
1042,2012-05-23T21:24:29,2012-05-23T21:24:29,Fluxicon Disco, Variant 1,1,6,6
1044,2010-05-13T21:45:13,2010-05-13T21:45:13,Fluxicon Disco, Variant 14,14,1,1
1044,2010-05-17T23:21:00,2010-05-17T23:21:00,Fluxicon Disco, Variant 14,14,8,8
1044,2010-05-18T00:10:24,2010-05-18T00:10:24,Fluxicon Disco, Variant 14,14,6,6
1044,2010-05-18T15:21:15,2010-05-18T15:21:15,Fluxicon Disco, Variant 14,14,8,8
1044,2010-05-18T15:44:56,2010-05-18T15:44:56,Fluxicon Disco, Variant 14,14,9,9
1044,2010-05-18T16:26:17,2010-05-18T16:26:17,Fluxicon Disco, Variant 14,14,8,8
1044,2010-05-18T16:28:09,2010-05-18T16:28:09,Fluxicon Disco, Variant 14,14,6,6
1045,2011-06-24T17:10:25,2011-06-24T17:10:25,Fluxicon Disco, Variant 1,1,1,1
1045,2011-06-27T20:36:12,2011-06-27T20:36:12,Fluxicon Disco, Variant 1,1,8,8
1045,2011-06-27T20:37:30,2011-06-27T20:37:30,Fluxicon Disco, Variant 1,1,6,6
1046,2012-04-02T15:42:04,2012-04-02T15:42:04,Fluxicon Disco, Variant 1,1,1,1
1046,2012-04-02T15:42:15,2012-04-02T15:42:15,Fluxicon Disco, Variant 1,1,8,8
1046,2012-04-02T17:12:04,2012-04-02T17:12:04,Fluxicon Disco, Variant 1,1,6,6
1047,2011-07-14T17:17:31,2011-07-14T17:17:31,Fluxicon Disco, Variant 22,22,1,1
1047,2011-07-15T14:34:30,2011-07-15T14:34:30,Fluxicon Disco, Variant 22,22,1,1
1047,2011-07-15T16:49:56,2011-07-15T16:49:56,Fluxicon Disco, Variant 22,22,8,8
1047,2011-07-15T16:51:05,2011-07-15T16:51:05,Fluxicon Disco, Variant 22,22,9,9
1047,2011-07-15T20:18:05,2011-07-15T20:18:05,Fluxicon Disco, Variant 22,22,6,6
1048,2010-12-13T18:53:33,2010-12-13T18:53:33,Fluxicon Disco, Variant 3,3,1,1
1048,2010-12-13T18:53:45,2010-12-13T18:53:45,Fluxicon Disco, Variant 3,3,8,8
1048,2010-12-13T18:54:14,2010-12-13T18:54:14,Fluxicon Disco, Variant 3,3,9,9
1048,2010-12-30T16:41:02,2010-12-30T16:41:02,Fluxicon Disco, Variant 3,3,8,8
1048,2010-12-30T16:41:14,2010-12-30T16:41:14,Fluxicon Disco, Variant 3,3,6,6
1049,2012-02-09T22:14:35,2012-02-09T22:14:35,Fluxicon Disco, Variant 6,6,1,1
1049,2012-02-09T22:15:26,2012-02-09T22:15:26,Fluxicon Disco, Variant 6,6,8,8
1049,2012-02-15T00:45:38,2012-02-15T00:45:38,Fluxicon Disco, Variant 6,6,6,6
1049,2012-02-15T00:45:38,2012-02-15T00:45:38,Fluxicon Disco, Variant 6,6,6,6
1050,2011-05-12T15:27:06,2011-05-12T15:27:06,Fluxicon Disco, Variant 51,51,1,1
1050,2011-05-12T15:27:37,2011-05-12T15:27:37,Fluxicon Disco, Variant 51,51,8,8
1050,2011-05-13T17:46:18,2011-05-13T17:46:18,Fluxicon Disco, Variant 51,51,9,9
1050,2011-05-20T14:05:57,2011-05-20T14:05:57,Fluxicon Disco, Variant 51,51,8,8
1050,2011-05-20T14:06:09,2011-05-20T14:06:09,Fluxicon Disco, Variant 51,51,6,6
1050,2011-06-07T16:09:31,2011-06-07T16:09:31,Fluxicon Disco, Variant 51,51,8,8
1050,2011-06-08T15:09:20,2011-06-08T15:09:20,Fluxicon Disco, Variant 51,51,9,9
1050,2011-06-08T19:44:40,2011-06-08T19:44:40,Fluxicon Disco, Variant 51,51,8,8
1050,2011-06-08T19:44:48,2011-06-08T19:44:48,Fluxicon Disco, Variant 51,51,6,6
1051,2010-12-27T16:06:01,2010-12-27T16:06:01,Fluxicon Disco, Variant 1,1,1,1
1051,2010-12-27T22:46:09,2010-12-27T22:46:09,Fluxicon Disco, Variant 1,1,8,8
1051,2011-01-18T19:26:09,2011-01-18T19:26:09,Fluxicon Disco, Variant 1,1,6,6
1052,2011-02-03T22:26:08,2011-02-03T22:26:08,Fluxicon Disco, Variant 1,1,1,1
1052,2011-02-04T00:19:25,2011-02-04T00:19:25,Fluxicon Disco, Variant 1,1,8,8
1052,2011-02-04T00:20:49,2011-02-04T00:20:49,Fluxicon Disco, Variant 1,1,6,6
1053,2011-06-30T21:53:16,2011-06-30T21:53:16,Fluxicon Disco, Variant 22,22,1,1
1053,2011-06-30T21:53:32,2011-06-30T21:53:32,Fluxicon Disco, Variant 22,22,1,1
1053,2011-07-05T21:22:24,2011-07-05T21:22:24,Fluxicon Disco, Variant 22,22,8,8
1053,2011-07-05T21:26:48,2011-07-05T21:26:48,Fluxicon Disco, Variant 22,22,9,9
1053,2011-07-20T20:19:43,2011-07-20T20:19:43,Fluxicon Disco, Variant 22,22,6,6
1055,2012-01-23T23:13:31,2012-01-23T23:13:31,Fluxicon Disco, Variant 1,1,1,1
1055,2012-01-24T00:49:47,2012-01-24T00:49:47,Fluxicon Disco, Variant 1,1,8,8
1055,2012-01-24T22:19:03,2012-01-24T22:19:03,Fluxicon Disco, Variant 1,1,6,6
1056,2012-06-06T19:08:26,2012-06-06T19:08:26,Fluxicon Disco, Variant 1,1,1,1
1056,2012-06-06T19:08:43,2012-06-06T19:08:43,Fluxicon Disco, Variant 1,1,8,8
1056,2012-06-06T22:16:31,2012-06-06T22:16:31,Fluxicon Disco, Variant 1,1,6,6
1058,2012-06-28T19:24:41,2012-06-28T19:24:41,Fluxicon Disco, Variant 2,2,1,1
1058,2012-06-28T19:25:05,2012-06-28T19:25:05,Fluxicon Disco, Variant 2,2,8,8
1058,2012-07-13T20:26:12,2012-07-13T20:26:12,Fluxicon Disco, Variant 2,2,9,9
1058,2012-07-18T22:43:16,2012-07-18T22:43:16,Fluxicon Disco, Variant 2,2,6,6
1059,2012-01-09T15:53:54,2012-01-09T15:53:54,Fluxicon Disco, Variant 1,1,1,1
1059,2012-01-09T17:30:45,2012-01-09T17:30:45,Fluxicon Disco, Variant 1,1,8,8
1059,2012-01-09T18:31:05,2012-01-09T18:31:05,Fluxicon Disco, Variant 1,1,6,6
1060,2011-09-02T20:25:55,2011-09-02T20:25:55,Fluxicon Disco, Variant 1,1,1,1
1060,2011-09-14T20:30:44,2011-09-14T20:30:44,Fluxicon Disco, Variant 1,1,8,8
1060,2011-09-19T20:56:27,2011-09-19T20:56:27,Fluxicon Disco, Variant 1,1,6,6
1061,2011-06-21T15:55:05,2011-06-21T15:55:05,Fluxicon Disco, Variant 22,22,1,1
1061,2011-06-21T15:55:21,2011-06-21T15:55:21,Fluxicon Disco, Variant 22,22,1,1
1061,2011-06-27T16:24:28,2011-06-27T16:24:28,Fluxicon Disco, Variant 22,22,8,8
1061,2011-07-20T20:14:44,2011-07-20T20:14:44,Fluxicon Disco, Variant 22,22,9,9
1061,2011-07-28T16:26:55,2011-07-28T16:26:55,Fluxicon Disco, Variant 22,22,6,6
1062,2012-01-12T00:46:12,2012-01-12T00:46:12,Fluxicon Disco, Variant 23,23,8,8
1062,2012-01-12T21:49:28,2012-01-12T21:49:28,Fluxicon Disco, Variant 23,23,9,9
1062,2012-02-07T23:06:45,2012-02-07T23:06:45,Fluxicon Disco, Variant 23,23,6,6
1063,2012-07-11T21:48:16,2012-07-11T21:48:16,Fluxicon Disco, Variant 1,1,1,1
1063,2012-07-11T21:48:28,2012-07-11T21:48:28,Fluxicon Disco, Variant 1,1,8,8
1063,2012-07-11T22:24:11,2012-07-11T22:24:11,Fluxicon Disco, Variant 1,1,6,6
1064,2012-05-21T22:39:11,2012-05-21T22:39:11,Fluxicon Disco, Variant 1,1,1,1
1064,2012-05-22T14:34:16,2012-05-22T14:34:16,Fluxicon Disco, Variant 1,1,8,8
1064,2012-05-29T14:08:42,2012-05-29T14:08:42,Fluxicon Disco, Variant 1,1,6,6
1065,2011-08-22T21:39:21,2011-08-22T21:39:21,Fluxicon Disco, Variant 5,5,1,1
1065,2011-08-25T19:58:59,2011-08-25T19:58:59,Fluxicon Disco, Variant 5,5,6,6
1066,2012-05-24T16:32:06,2012-05-24T16:32:06,Fluxicon Disco, Variant 1,1,1,1
1066,2012-05-25T16:42:28,2012-05-25T16:42:28,Fluxicon Disco, Variant 1,1,8,8
1066,2012-05-25T19:30:22,2012-05-25T19:30:22,Fluxicon Disco, Variant 1,1,6,6
1067,2012-02-14T18:34:26,2012-02-14T18:34:26,Fluxicon Disco, Variant 1,1,1,1
1067,2012-02-14T19:48:20,2012-02-14T19:48:20,Fluxicon Disco, Variant 1,1,8,8
1067,2012-02-16T19:40:57,2012-02-16T19:40:57,Fluxicon Disco, Variant 1,1,6,6
1068,2012-05-15T15:49:37,2012-05-15T15:49:37,Fluxicon Disco, Variant 1,1,1,1
1068,2012-05-18T19:33:18,2012-05-18T19:33:18,Fluxicon Disco, Variant 1,1,8,8
1068,2012-05-21T20:18:53,2012-05-21T20:18:53,Fluxicon Disco, Variant 1,1,6,6
1069,2011-06-21T21:09:39,2011-06-21T21:09:39,Fluxicon Disco, Variant 1,1,1,1
1069,2011-06-21T21:10:08,2011-06-21T21:10:08,Fluxicon Disco, Variant 1,1,8,8
1069,2011-06-21T21:10:56,2011-06-21T21:10:56,Fluxicon Disco, Variant 1,1,6,6
1071,2011-05-18T16:38:14,2011-05-18T16:38:14,Fluxicon Disco, Variant 1,1,1,1
1071,2011-05-18T16:38:35,2011-05-18T16:38:35,Fluxicon Disco, Variant 1,1,8,8
1071,2011-05-23T17:35:13,2011-05-23T17:35:13,Fluxicon Disco, Variant 1,1,6,6
1072,2012-07-17T17:43:08,2012-07-17T17:43:08,Fluxicon Disco, Variant 4,4,1,1
1072,2012-07-18T21:58:04,2012-07-18T21:58:04,Fluxicon Disco, Variant 4,4,1,1
1072,2012-07-18T21:58:17,2012-07-18T21:58:17,Fluxicon Disco, Variant 4,4,8,8
1072,2012-07-20T20:17:21,2012-07-20T20:17:21,Fluxicon Disco, Variant 4,4,6,6
1073,2011-12-30T16:47:19,2011-12-30T16:47:19,Fluxicon Disco, Variant 1,1,1,1
1073,2012-01-02T16:40:49,2012-01-02T16:40:49,Fluxicon Disco, Variant 1,1,8,8
1073,2012-01-02T17:45:20,2012-01-02T17:45:20,Fluxicon Disco, Variant 1,1,6,6
1074,2011-10-28T17:45:32,2011-10-28T17:45:32,Fluxicon Disco, Variant 2,2,1,1
1074,2011-11-03T00:41:16,2011-11-03T00:41:16,Fluxicon Disco, Variant 2,2,8,8
1074,2011-11-10T22:21:37,2011-11-10T22:21:37,Fluxicon Disco, Variant 2,2,9,9
1074,2011-11-17T21:49:37,2011-11-17T21:49:37,Fluxicon Disco, Variant 2,2,6,6
1075,2012-08-07T17:01:46,2012-08-07T17:01:46,Fluxicon Disco, Variant 1,1,1,1
1075,2012-08-23T14:05:34,2012-08-23T14:05:34,Fluxicon Disco, Variant 1,1,8,8
1075,2012-09-05T15:54:11,2012-09-05T15:54:11,Fluxicon Disco, Variant 1,1,6,6
1076,2012-04-24T22:48:55,2012-04-24T22:48:55,Fluxicon Disco, Variant 2,2,1,1
1076,2012-04-30T21:02:06,2012-04-30T21:02:06,Fluxicon Disco, Variant 2,2,8,8
1076,2012-05-08T16:17:42,2012-05-08T16:17:42,Fluxicon Disco, Variant 2,2,9,9
1076,2012-05-15T19:31:15,2012-05-15T19:31:15,Fluxicon Disco, Variant 2,2,6,6
1077,2010-09-01T22:21:14,2010-09-01T22:21:14,Fluxicon Disco, Variant 4,4,1,1
1077,2010-09-02T14:28:41,2010-09-02T14:28:41,Fluxicon Disco, Variant 4,4,1,1
1077,2010-09-09T17:02:08,2010-09-09T17:02:08,Fluxicon Disco, Variant 4,4,8,8
1077,2010-09-09T17:18:11,2010-09-09T17:18:11,Fluxicon Disco, Variant 4,4,6,6
1078,2011-02-09T19:06:02,2011-02-09T19:06:02,Fluxicon Disco, Variant 6,6,1,1
1078,2011-02-09T19:08:31,2011-02-09T19:08:31,Fluxicon Disco, Variant 6,6,8,8
1078,2011-02-09T22:12:01,2011-02-09T22:12:01,Fluxicon Disco, Variant 6,6,6,6
1078,2011-02-09T22:12:02,2011-02-09T22:12:02,Fluxicon Disco, Variant 6,6,6,6
1080,2010-06-09T17:33:30,2010-06-09T17:33:30,Fluxicon Disco, Variant 32,32,3,3
1080,2010-06-09T17:33:39,2010-06-09T17:33:39,Fluxicon Disco, Variant 32,32,1,1
1080,2010-06-09T17:34:14,2010-06-09T17:34:14,Fluxicon Disco, Variant 32,32,8,8
1080,2010-06-09T17:50:30,2010-06-09T17:50:30,Fluxicon Disco, Variant 32,32,9,9
1080,2010-06-30T22:52:44,2010-06-30T22:52:44,Fluxicon Disco, Variant 32,32,8,8
1080,2010-06-30T22:54:13,2010-06-30T22:54:13,Fluxicon Disco, Variant 32,32,6,6
1081,2011-11-14T18:15:37,2011-11-14T18:15:37,Fluxicon Disco, Variant 2,2,1,1
1081,2011-11-17T00:08:22,2011-11-17T00:08:22,Fluxicon Disco, Variant 2,2,8,8
1081,2011-11-17T16:31:09,2011-11-17T16:31:09,Fluxicon Disco, Variant 2,2,9,9
1081,2011-11-23T00:37:07,2011-11-23T00:37:07,Fluxicon Disco, Variant 2,2,6,6
1082,2011-08-22T16:38:09,2011-08-22T16:38:09,Fluxicon Disco, Variant 1,1,1,1
1082,2011-08-29T15:23:11,2011-08-29T15:23:11,Fluxicon Disco, Variant 1,1,8,8
1082,2011-09-19T20:03:33,2011-09-19T20:03:33,Fluxicon Disco, Variant 1,1,6,6
1083,2012-02-29T00:02:22,2012-02-29T00:02:22,Fluxicon Disco, Variant 4,4,1,1
1083,2012-02-29T00:02:42,2012-02-29T00:02:42,Fluxicon Disco, Variant 4,4,1,1
1083,2012-02-29T00:55:56,2012-02-29T00:55:56,Fluxicon Disco, Variant 4,4,8,8
1083,2012-02-29T00:56:41,2012-02-29T00:56:41,Fluxicon Disco, Variant 4,4,6,6
1084,2012-04-24T15:13:17,2012-04-24T15:13:17,Fluxicon Disco, Variant 1,1,1,1
1084,2012-05-23T22:46:12,2012-05-23T22:46:12,Fluxicon Disco, Variant 1,1,8,8
1084,2012-05-30T14:20:16,2012-05-30T14:20:16,Fluxicon Disco, Variant 1,1,6,6
1085,2010-09-30T16:29:04,2010-09-30T16:29:04,Fluxicon Disco, Variant 82,82,1,1
1085,2010-10-04T15:40:12,2010-10-04T15:40:12,Fluxicon Disco, Variant 82,82,8,8
1085,2010-10-04T15:41:36,2010-10-04T15:41:36,Fluxicon Disco, Variant 82,82,7,7
1085,2010-10-05T14:33:37,2010-10-05T14:33:37,Fluxicon Disco, Variant 82,82,8,8
1085,2010-10-05T14:34:10,2010-10-05T14:34:10,Fluxicon Disco, Variant 82,82,9,9
1085,2010-10-05T14:34:51,2010-10-05T14:34:51,Fluxicon Disco, Variant 82,82,8,8
1085,2010-10-05T14:34:59,2010-10-05T14:34:59,Fluxicon Disco, Variant 82,82,6,6
1086,2012-07-24T14:42:04,2012-07-24T14:42:04,Fluxicon Disco, Variant 1,1,1,1
1086,2012-07-24T14:43:06,2012-07-24T14:43:06,Fluxicon Disco, Variant 1,1,8,8
1086,2012-07-30T16:52:47,2012-07-30T16:52:47,Fluxicon Disco, Variant 1,1,6,6
1089,2011-03-10T22:37:52,2011-03-10T22:37:52,Fluxicon Disco, Variant 3,3,1,1
1089,2011-03-10T22:38:31,2011-03-10T22:38:31,Fluxicon Disco, Variant 3,3,8,8
1089,2011-03-10T22:44:28,2011-03-10T22:44:28,Fluxicon Disco, Variant 3,3,9,9
1089,2011-03-30T17:26:44,2011-03-30T17:26:44,Fluxicon Disco, Variant 3,3,8,8
1089,2011-03-30T17:26:55,2011-03-30T17:26:55,Fluxicon Disco, Variant 3,3,6,6
1090,2012-05-28T21:40:01,2012-05-28T21:40:01,Fluxicon Disco, Variant 6,6,1,1
1090,2012-05-30T17:47:50,2012-05-30T17:47:50,Fluxicon Disco, Variant 6,6,8,8
1090,2012-05-30T21:02:45,2012-05-30T21:02:45,Fluxicon Disco, Variant 6,6,6,6
1090,2012-05-30T21:02:45,2012-05-30T21:02:45,Fluxicon Disco, Variant 6,6,6,6
1091,2011-11-22T19:03:51,2011-11-22T19:03:51,Fluxicon Disco, Variant 23,23,8,8
1091,2011-11-23T18:43:12,2011-11-23T18:43:12,Fluxicon Disco, Variant 23,23,9,9
1091,2011-12-02T21:30:54,2011-12-02T21:30:54,Fluxicon Disco, Variant 23,23,6,6
1092,2012-07-12T20:22:39,2012-07-12T20:22:39,Fluxicon Disco, Variant 5,5,1,1
1092,2012-07-12T20:58:17,2012-07-12T20:58:17,Fluxicon Disco, Variant 5,5,6,6
1093,2012-01-14T00:27:38,2012-01-14T00:27:38,Fluxicon Disco, Variant 5,5,1,1
1093,2012-01-14T00:34:53,2012-01-14T00:34:53,Fluxicon Disco, Variant 5,5,6,6
1094,2012-06-13T14:45:34,2012-06-13T14:45:34,Fluxicon Disco, Variant 1,1,1,1
1094,2012-06-13T17:27:30,2012-06-13T17:27:30,Fluxicon Disco, Variant 1,1,8,8
1094,2012-06-18T21:50:52,2012-06-18T21:50:52,Fluxicon Disco, Variant 1,1,6,6
1095,2011-09-26T22:01:58,2011-09-26T22:01:58,Fluxicon Disco, Variant 18,18,1,1
1095,2011-09-28T22:28:26,2011-09-28T22:28:26,Fluxicon Disco, Variant 18,18,1,1
1095,2011-09-28T22:28:35,2011-09-28T22:28:35,Fluxicon Disco, Variant 18,18,6,6
1097,2010-04-08T20:02:28,2010-04-08T20:02:28,Fluxicon Disco, Variant 83,83,1,1
1097,2010-04-08T20:02:52,2010-04-08T20:02:52,Fluxicon Disco, Variant 83,83,8,8
1097,2010-04-09T16:34:14,2010-04-09T16:34:14,Fluxicon Disco, Variant 83,83,2,2
1097,2010-05-03T22:25:42,2010-05-03T22:25:42,Fluxicon Disco, Variant 83,83,6,6
1097,2010-05-06T14:41:12,2010-05-06T14:41:12,Fluxicon Disco, Variant 83,83,8,8
1097,2010-05-06T20:36:31,2010-05-06T20:36:31,Fluxicon Disco, Variant 83,83,6,6
1098,2011-07-08T20:48:51,2011-07-08T20:48:51,Fluxicon Disco, Variant 4,4,1,1
1098,2011-07-13T23:01:04,2011-07-13T23:01:04,Fluxicon Disco, Variant 4,4,1,1
1098,2011-07-13T23:01:28,2011-07-13T23:01:28,Fluxicon Disco, Variant 4,4,8,8
1098,2011-07-21T22:51:24,2011-07-21T22:51:24,Fluxicon Disco, Variant 4,4,6,6
1099,2010-06-23T22:01:22,2010-06-23T22:01:22,Fluxicon Disco, Variant 1,1,1,1
1099,2010-06-28T18:07:41,2010-06-28T18:07:41,Fluxicon Disco, Variant 1,1,8,8
1099,2010-06-28T18:08:00,2010-06-28T18:08:00,Fluxicon Disco, Variant 1,1,6,6
1100,2010-10-22T19:35:14,2010-10-22T19:35:14,Fluxicon Disco, Variant 3,3,1,1
1100,2010-10-22T19:40:36,2010-10-22T19:40:36,Fluxicon Disco, Variant 3,3,8,8
1100,2010-10-26T17:16:18,2010-10-26T17:16:18,Fluxicon Disco, Variant 3,3,9,9
1100,2010-11-05T22:10:58,2010-11-05T22:10:58,Fluxicon Disco, Variant 3,3,8,8
1100,2010-11-05T22:11:21,2010-11-05T22:11:21,Fluxicon Disco, Variant 3,3,6,6
1101,2012-08-02T16:12:34,2012-08-02T16:12:34,Fluxicon Disco, Variant 1,1,1,1
1101,2012-08-02T16:14:39,2012-08-02T16:14:39,Fluxicon Disco, Variant 1,1,8,8
1101,2012-08-10T21:50:38,2012-08-10T21:50:38,Fluxicon Disco, Variant 1,1,6,6
1102,2012-07-31T20:05:19,2012-07-31T20:05:19,Fluxicon Disco, Variant 6,6,1,1
1102,2012-07-31T22:14:45,2012-07-31T22:14:45,Fluxicon Disco, Variant 6,6,8,8
1102,2012-08-07T17:53:38,2012-08-07T17:53:38,Fluxicon Disco, Variant 6,6,6,6
1102,2012-08-07T17:53:39,2012-08-07T17:53:39,Fluxicon Disco, Variant 6,6,6,6
1103,2012-07-26T17:09:20,2012-07-26T17:09:20,Fluxicon Disco, Variant 1,1,1,1
1103,2012-07-26T17:22:56,2012-07-26T17:22:56,Fluxicon Disco, Variant 1,1,8,8
1103,2012-07-27T15:54:16,2012-07-27T15:54:16,Fluxicon Disco, Variant 1,1,6,6
1105,2011-10-18T19:06:24,2011-10-18T19:06:24,Fluxicon Disco, Variant 84,84,1,1
1105,2011-10-18T20:17:30,2011-10-18T20:17:30,Fluxicon Disco, Variant 84,84,1,1
1105,2011-10-18T20:17:31,2011-10-18T20:17:31,Fluxicon Disco, Variant 84,84,1,1
1105,2011-10-20T14:45:22,2011-10-20T14:45:22,Fluxicon Disco, Variant 84,84,8,8
1105,2011-10-20T15:14:31,2011-10-20T15:14:31,Fluxicon Disco, Variant 84,84,6,6
1105,2011-10-20T15:14:31,2011-10-20T15:14:31,Fluxicon Disco, Variant 84,84,6,6
1106,2012-07-18T15:23:30,2012-07-18T15:23:30,Fluxicon Disco, Variant 1,1,1,1
1106,2012-07-18T15:23:42,2012-07-18T15:23:42,Fluxicon Disco, Variant 1,1,8,8
1106,2012-07-18T19:24:11,2012-07-18T19:24:11,Fluxicon Disco, Variant 1,1,6,6
1107,2011-10-13T14:17:13,2011-10-13T14:17:13,Fluxicon Disco, Variant 1,1,1,1
1107,2011-10-14T19:41:30,2011-10-14T19:41:30,Fluxicon Disco, Variant 1,1,8,8
1107,2011-10-14T20:22:09,2011-10-14T20:22:09,Fluxicon Disco, Variant 1,1,6,6
1108,2011-03-01T16:24:41,2011-03-01T16:24:41,Fluxicon Disco, Variant 1,1,1,1
1108,2011-03-01T16:25:14,2011-03-01T16:25:14,Fluxicon Disco, Variant 1,1,8,8
1108,2011-03-01T19:29:13,2011-03-01T19:29:13,Fluxicon Disco, Variant 1,1,6,6
1112,2012-07-31T21:43:10,2012-07-31T21:43:10,Fluxicon Disco, Variant 21,21,1,1
1112,2012-08-02T15:22:59,2012-08-02T15:22:59,Fluxicon Disco, Variant 21,21,8,8
1112,2012-08-14T17:57:41,2012-08-14T17:57:41,Fluxicon Disco, Variant 21,21,9,9
1112,2012-08-22T22:06:48,2012-08-22T22:06:48,Fluxicon Disco, Variant 21,21,9,9
1112,2012-09-06T21:38:27,2012-09-06T21:38:27,Fluxicon Disco, Variant 21,21,6,6
1114,2011-05-25T16:38:13,2011-05-25T16:38:13,Fluxicon Disco, Variant 85,85,1,1
1114,2011-05-25T16:38:37,2011-05-25T16:38:37,Fluxicon Disco, Variant 85,85,8,8
1114,2011-05-26T15:43:14,2011-05-26T15:43:14,Fluxicon Disco, Variant 85,85,9,9
1114,2011-06-01T16:54:03,2011-06-01T16:54:03,Fluxicon Disco, Variant 85,85,8,8
1114,2011-06-07T14:44:55,2011-06-07T14:44:55,Fluxicon Disco, Variant 85,85,8,8
1114,2011-06-07T17:32:28,2011-06-07T17:32:28,Fluxicon Disco, Variant 85,85,9,9
1114,2011-06-07T21:24:59,2011-06-07T21:24:59,Fluxicon Disco, Variant 85,85,8,8
1114,2011-06-07T21:28:58,2011-06-07T21:28:58,Fluxicon Disco, Variant 85,85,9,9
1114,2011-06-22T20:01:13,2011-06-22T20:01:13,Fluxicon Disco, Variant 85,85,8,8
1114,2011-06-22T20:02:19,2011-06-22T20:02:19,Fluxicon Disco, Variant 85,85,6,6
1115,2012-02-28T18:47:09,2012-02-28T18:47:09,Fluxicon Disco, Variant 1,1,1,1
1115,2012-02-28T18:47:25,2012-02-28T18:47:25,Fluxicon Disco, Variant 1,1,8,8
1115,2012-02-29T00:40:58,2012-02-29T00:40:58,Fluxicon Disco, Variant 1,1,6,6
1116,2012-07-30T22:42:21,2012-07-30T22:42:21,Fluxicon Disco, Variant 1,1,1,1
1116,2012-07-31T22:23:18,2012-07-31T22:23:18,Fluxicon Disco, Variant 1,1,8,8
1116,2012-08-28T22:03:21,2012-08-28T22:03:21,Fluxicon Disco, Variant 1,1,6,6
1117,2011-10-26T22:30:54,2011-10-26T22:30:54,Fluxicon Disco, Variant 1,1,1,1
1117,2011-11-02T16:13:17,2011-11-02T16:13:17,Fluxicon Disco, Variant 1,1,8,8
1117,2011-11-02T16:13:25,2011-11-02T16:13:25,Fluxicon Disco, Variant 1,1,6,6
1118,2011-09-05T21:28:02,2011-09-05T21:28:02,Fluxicon Disco, Variant 4,4,1,1
1118,2011-09-09T17:03:27,2011-09-09T17:03:27,Fluxicon Disco, Variant 4,4,1,1
1118,2011-09-15T17:57:15,2011-09-15T17:57:15,Fluxicon Disco, Variant 4,4,8,8
1118,2011-09-15T22:06:12,2011-09-15T22:06:12,Fluxicon Disco, Variant 4,4,6,6
1119,2011-05-26T15:26:22,2011-05-26T15:26:22,Fluxicon Disco, Variant 1,1,1,1
1119,2011-05-26T15:26:50,2011-05-26T15:26:50,Fluxicon Disco, Variant 1,1,8,8
1119,2011-05-31T22:00:20,2011-05-31T22:00:20,Fluxicon Disco, Variant 1,1,6,6
1120,2012-01-05T16:26:10,2012-01-05T16:26:10,Fluxicon Disco, Variant 1,1,1,1
1120,2012-01-05T16:26:27,2012-01-05T16:26:27,Fluxicon Disco, Variant 1,1,8,8
1120,2012-01-05T18:20:52,2012-01-05T18:20:52,Fluxicon Disco, Variant 1,1,6,6
1121,2010-04-28T20:40:05,2010-04-28T20:40:05,Fluxicon Disco, Variant 1,1,1,1
1121,2010-05-12T16:51:57,2010-05-12T16:51:57,Fluxicon Disco, Variant 1,1,8,8
1121,2010-05-12T16:52:03,2010-05-12T16:52:03,Fluxicon Disco, Variant 1,1,6,6
1122,2012-07-31T14:20:05,2012-07-31T14:20:05,Fluxicon Disco, Variant 1,1,1,1
1122,2012-07-31T14:20:14,2012-07-31T14:20:14,Fluxicon Disco, Variant 1,1,8,8
1122,2012-07-31T17:24:45,2012-07-31T17:24:45,Fluxicon Disco, Variant 1,1,6,6
1123,2010-11-16T18:40:24,2010-11-16T18:40:24,Fluxicon Disco, Variant 1,1,1,1
1123,2010-11-16T18:40:56,2010-11-16T18:40:56,Fluxicon Disco, Variant 1,1,8,8
